,Age,City,Current Status,Do you own multiple profiles on Instagram?,Gender,Highest Education,Location (City Airport Code),Phone OS,State,Zone,Latitude,Longitude,Total Facebook Usage,Total Instagram Usage,Total Social Media Usage,Total Week Usage,Total Weekend Usage,Total WhatsApp Usage,Followers,No of posts on Insta,Facebook Time Spent(Last Week),Instagram Time Spent(Last Week),WhatsApp Time Spent(Last Week),WhatsApp Time Spent(Last Weekend),Instagram Time Spent(Last Weekend),Facebook Time Spent(Last Weekend)
1274,25,Ahmedabad,Working professional,No,Female,Post graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,78,423,0,0,142,853,497,47,68,388,756,97,35,10
1275,25,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,0,0,0,457,462,834,49,0,735,398,64,393,0
1276,27,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,68,235,152,83,167,229,220,0,53,99,68,15,0
1277,28,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,0,0,0,0,0,0,25,0,0,0,0,210,10
1278,26,Pune,Working professional,No,Female,Post graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,80,140,630,590,40,410,310,88,80,140,370,40,0,0
1279,26,Mumbai,Sabbatical,Yes,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,797,0,947,456,606,0,95,0,498,449,157,299,0
1281,23,Ranchi,Student,Yes,Female,Post graduation,IXR,Android,Jharkhand,Eastern,23.347768,85.338564,60,205,0,0,335,0,695,467,50,180,840,300,25,10
1282,23,Bhubaneshwar,Student,Yes,Female,Post graduation,BBI,Android,Odisha,Eastern,20.272411,85.833853,0,195,865,500,365,670,0,608,0,80,420,250,115,0
1283,22,Bagdogra,Student,Yes,Female,Post graduation,IXB,Android,West Bengal,Eastern,26.6986,88.3117,0,641,0,981,533,873,277,18,0,327,654,219,314,0
1284,22,Bagdogra,Student,Yes,Female,Post graduation,IXB,Android,West Bengal,Eastern,26.6986,88.3117,54,361,0,0,532,0,478,570,45,244,0,406,117,9
1285,24,Delhi,Student,Yes,Female,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,50,330,0,0,340,0,0,392,40,300,840,300,30,10
1286,25,Delhi,Student,Yes,Female,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,575,0,0,705,0,262,56,0,450,0,580,125,0
1287,25,Delhi,Student,Yes,Female,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,22,594,0,0,642,0,879,259,22,462,0,510,132,0
1288,26,Jaipur,Student,Yes,Female,Post graduation,JAI,Android,Rajasthan,Northern,26.913312,75.787872,10,105,525,355,170,410,0,110,10,65,280,130,40,0
1289,22,Udaipur,Student,Yes,Female,Post graduation,UDR,Android,Rajasthan,Northern,24.57951,73.690508,0,638,0,0,910,0,873,69,0,448,0,720,190,0
1290,23,Lucknow,Student,Yes,Female,Post graduation,LKO,Android,Uttar Pradesh,Northern,26.839281,80.923133,0,189,999,777,222,810,270,2,0,147,630,180,42,0
1291,22,Mumbai,Student,Yes,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,0,0,0,410,616,578,63,0,827,411,205,205,0
1292,23,Mumbai,Student,Yes,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,10,215,765,595,170,540,285,32,10,165,420,120,50,0
1293,28,Delhi,Working professional,Yes,Female,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,299,0,814,391,906,421,36,0,208,606,300,91,0
1294,27,Mumbai,Working professional,Yes,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,3,10,783,558,225,770,0,18,2,6,550,220,4,1
1295,28,Pune,Working professional,Yes,Female,Post graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,0,246,521,259,262,275,0,258,0,133,126,149,113,0
1296,26,Mumbai,Working professional,Yes,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,15,600,0,765,280,430,0,180,15,500,250,180,100,0
1297,26,Kolkata,Sabbatical,No,Female,Post graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,0,501,0,0,592,0,378,74,0,347,748,438,154,0
1298,35,Delhi,Sabbatical,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,50,0,0,0,450,570,0,127,50,0,420,150,300,0
1299,32,Mumbai,Sabbatical,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,0,0,0,0,345,0,0,501,0,0,0,165,180,0
1300,24,Kolkata,Student,No,Female,Post graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,6,185,0,0,556,0,969,183,4,109,0,478,76,2
1301,26,Kolkata,Student,No,Female,Post graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,104,332,0,922,209,695,0,389,99,267,556,139,65,5
1302,23,Chandigarh,Student,No,Female,Post graduation,IXC,iOs,Chandigarh,Northern,30.736292,76.788398,0,261,0,845,174,758,0,402,0,255,590,168,6,0
1303,22,Delhi,Student,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,9,545,0,0,434,0,503,31,0,380,960,260,165,9
1304,25,Delhi,Student,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,57,0,0,0,727,640,130,5,50,660,400,240,480,7
1305,26,Delhi,Student,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,0,190,420,350,70,230,231,5,0,150,200,30,40,0
1306,24,Bengaluru,Student,No,Female,Post graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,0,0,0,0,480,0,234,12,0,0,0,120,360,0
1307,22,Surat,Student,No,Female,Post graduation,STV,iOs,Gujarat,Western,21.195944,72.830232,8,667,0,0,213,0,302,8,7,567,0,112,100,1
1308,22,Mumbai,Student,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,10,606,0,0,492,0,643,35,0,423,0,299,183,10
1309,26,Kolkata,Working professional,No,Female,Post graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,0,116,517,313,204,401,193,19,0,77,236,165,39,0
1310,23,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,0,0,0,0,720,840,0,160,0,0,600,240,480,0
1311,23,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,0,459,0,0,188,0,0,469,0,400,0,129,59,0
1312,24,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,0,306,969,707,262,663,511,135,0,214,493,170,92,0
1313,25,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,28,0,0,0,998,180,173,292,20,0,150,30,960,8
1314,27,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,50,620,0,0,534,0,406,42,37,443,721,344,177,13
1315,29,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,0,649,0,0,436,858,391,29,0,464,607,251,185,0
1316,30,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,0,431,0,958,401,928,414,50,0,308,650,278,123,0
1318,25,Vishakhapatnam,Working professional,No,Female,Post graduation,VTZ,iOs,Andhra Pradesh,Southern,17.704052,83.297663,0,75,240,180,60,165,300,600,0,60,120,45,15,0
1319,25,Bengaluru,Working professional,No,Female,Post graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,15,810,0,610,395,180,0,105,10,480,120,60,330,5
1320,37,Bengaluru,Working professional,No,Female,Post graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,20,103,348,244,104,225,453,29,10,78,156,69,25,10
1321,24,Hyderabad,Working professional,No,Female,Post graduation,HYD,iOs,Telangana,Southern,17.384052,78.456355,10,213,448,314,134,225,620,287,8,143,163,62,70,2
1322,45,Ahmedabad,Working professional,No,Female,Post graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,0,80,705,490,215,625,67,5,0,35,455,170,45,0
1323,26,Mumbai,Working professional,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,100,0,0,0,0,0,879,213,100,830,890,0,808,0
1324,35,Mumbai,Working professional,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,0,240,0,0,0,0,0,20,0,120,0,0,120,0
1325,37,Mumbai,Working professional,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,10,330,0,850,0,0,0,344,0,120,730,900,210,10
1326,23,Kolkata,Student,Yes,Female,Post graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,63,491,0,0,455,0,363,378,54,353,720,308,138,9
1327,24,Delhi,Student,Yes,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,1,381,0,0,330,0,365,152,1,322,744,271,59,0
1328,22,Bengaluru,Student,Yes,Female,Post graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,0,360,960,720,240,600,165,20,0,240,480,120,120,0
1329,22,Ahmedabad,Student,Yes,Female,Post graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,45,336,0,0,458,0,573,173,43,300,0,420,36,2
1330,25,Delhi,Working professional,Yes,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,24,250,336,159,177,62,660,470,12,120,27,35,130,12
1331,36,Delhi,Working professional,Yes,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,76,0,0,0,444,437,727,123,64,769,312,125,307,12
1332,29,Hyderabad,Working professional,Yes,Female,Post graduation,Hyd,iOs,Telangana,Southern,17.384052,78.456355,210,0,0,0,340,520,367,41,210,840,420,100,240,0
1333,33,Mumbai,Working professional,Yes,Female,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,60,0,0,0,870,0,309,45,60,800,900,450,420,0
1334,25,Indore,Sabbatical,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,0,441,570,465,105,129,0,111,0,367,98,31,74,0
1335,21,Kolkata,Sabbatical,No,Male,Graduation,Ccu,Android,West Bengal,Eastern,22.562627,88.363044,0,477,724,656,68,247,683,90,0,449,207,40,28,0
1336,47,Delhi,Sabbatical,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,40,55,0,0,380,0,111,60,30,45,0,360,10,10
1337,18,Vishakhapatnam,Sabbatical,No,Male,Graduation,VTZ,Android,Andhra Pradesh,Southern,17.704052,83.297663,0,0,510,210,300,510,280,17,0,0,210,300,0,0
1339,24,Ahmedabad,Sabbatical,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,7,0,0,0,506,200,296,72,5,0,153,47,457,2
1340,24,Baroda,Sabbatical,No,Male,Graduation,BDQ,Android,Gujarat,Western,22.3072,73.1812,36,447,775,598,177,292,481,107,31,353,214,78,94,5
1341,20,Mumbai,Sabbatical,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,227,361,271,90,134,398,30,0,170,101,33,57,0
1347,20,Indore,Student,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,10,960,0,0,460,700,451,44,10,600,600,100,360,0
1348,23,Indore,Student,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,0,559,0,0,349,0,78,9,0,456,0,246,103,0
1349,23,Indore,Student,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,0,67,0,0,681,0,502,27,0,48,0,662,19,0
1350,23,Indore,Student,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,162,476,0,0,231,694,450,11,150,382,569,125,94,12
1351,20,Patna,Student,No,Male,Graduation,PAT,Android,Bihar,Eastern,25.615379,85.101027,0,32,106,44,62,74,88,12,0,12,32,42,20,0
1352,23,Patna,Student,No,Male,Graduation,PAT,Android,Bihar,Eastern,25.615379,85.101027,10,398,873,446,427,465,417,38,10,127,309,156,271,0
1353,26,Ranchi,Student,No,Male,Graduation,IXR,Android,Jharkhand,Eastern,23.347768,85.338564,0,620,0,0,0,0,200,5,0,300,0,0,320,0
1354,25,Bhubaneshwar,Student,No,Male,Graduation,BBI,Android,Odisha,Eastern,20.272411,85.833853,40,99,410,194,216,271,353,145,28,52,114,157,47,12
1355,22,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,21,575,0,926,208,538,525,1,21,480,425,113,95,0
1356,22,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,12,270,372,290,82,90,318,30,10,210,70,20,60,2
1357,24,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,0,0,0,612,585,207,21,0,825,396,189,423,0
1358,24,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,33,186,441,335,106,222,261,11,23,144,168,54,42,10
1359,24,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,210,920,0,0,275,0,236,75,200,800,0,145,120,10
1360,25,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,50,420,0,0,380,0,550,270,40,350,0,300,70,10
1361,26,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,75,150,90,60,75,100,7,0,45,45,30,30,0
1362,29,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,12,380,692,410,282,300,350,30,10,220,180,120,160,2
1364,20,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,930,0,0,760,0,136,17,0,450,900,280,480,0
1365,21,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,885,0,0,410,0,450,64,0,710,0,235,175,0
1366,21,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,700,0,0,500,0,600,102,0,600,0,400,100,0
1367,21,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,25,0,0,800,245,0,324,85,20,0,780,240,0,5
1368,22,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,107,270,832,647,185,455,111,21,107,220,320,135,50,0
1369,22,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,27,0,0,0,817,0,600,73,20,740,0,370,440,7
1370,24,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,57,217,217,0,160,0,0,0,57,160,0,0,0
1371,24,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,254,608,0,0,161,0,392,45,254,608,0,161,0,0
1372,24,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,33,442,0,0,422,0,275,14,31,390,840,368,52,2
1373,26,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,20,280,0,0,490,0,200,20,10,100,0,300,180,10
1374,24,Udaipur,Student,No,Male,Graduation,UDR,Android,Rajasthan,Northern,24.57951,73.690508,0,0,120,60,60,120,0,0,0,0,60,60,0,0
1375,24,Udaipur,Student,No,Male,Graduation,UDR,Android,Rajasthan,Northern,24.57951,73.690508,20,185,0,0,360,0,96,3,20,145,0,320,40,0
1376,21,DehraDun,Student,No,Male,Graduation,DED,Android,Uttarakhand,Northern,30.324427,78.033922,0,0,0,0,0,0,0,31,0,0,0,0,0,0
1377,20,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,0,140,100,40,140,370,0,0,0,100,40,0,0
1378,20,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,150,300,240,60,150,500,12,0,120,120,30,30,0
1379,21,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,0,310,250,60,310,0,0,0,0,250,60,0,0
1380,21,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,234,644,494,150,410,365,9,0,144,350,60,90,0
1381,21,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,234,644,494,150,410,365,9,0,144,350,60,90,0
1382,21,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,0,0,0,372,220,986,55,0,843,167,53,319,0
1383,23,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,189,489,336,153,300,378,26,0,126,210,90,63,0
1384,23,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,25,349,0,834,202,662,429,42,18,251,565,97,98,7
1386,21,Surat,Student,No,Male,Graduation,STV,Android,Gujarat,Western,21.195944,72.830232,3,0,124,97,27,121,0,0,3,0,94,27,0,0
1387,20,Mumbai,Student,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,0,0,0,0,0,560,2,0,0,600,540,720,0
1388,20,Mumbai,Student,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,310,660,445,215,350,299,24,0,212,233,117,98,0
1389,21,Mumbai,Student,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,615,0,0,200,0,137,56,0,433,0,18,182,0
1390,23,Mumbai,Student,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,649,950,736,214,301,122,7,0,516,220,81,133,0
1391,26,Mumbai,Student,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,425,0,0,0,0,461,43,0,231,0,834,194,0
1392,22,Indore,Working professional,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,23,Indore,Working professional,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,15,190,575,225,350,370,0,85,5,70,150,220,120,10
1394,24,Patna,Working professional,No,Male,Graduation,PAT,Android,Bihar,Eastern,25.615379,85.101027,0,0,450,420,30,450,0,0,0,0,420,30,0,0
1396,25,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,4,18,36,26,10,14,252,4,3,13,10,4,5,1
1397,48,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,0,500,450,50,500,0,0,0,0,450,50,0,0
1398,63,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,0,765,765,0,765,0,0,0,0,765,0,0,0
1399,21,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,519,0,928,381,790,345,50,0,365,563,227,154,0
1400,22,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,90,45,45,90,0,0,0,0,45,45,0,0
1401,23,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,474,0,816,275,617,187,12,0,318,498,119,156,0
1402,23,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,900,0,700,360,160,250,60,0,600,100,60,300,0
1403,23,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,522,0,741,323,542,752,211,0,321,420,122,201,0
1404,23,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,0,0,920,0,884,249,0,0,0,360,560,0
1405,23,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,4,840,0,752,272,180,520,25,2,600,150,30,240,2
1406,25,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,705,0,904,489,688,348,47,0,490,414,274,215,0
1407,25,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,627,0,669,391,433,182,79,0,409,260,173,218,0
1408,25,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,33,222,0,911,398,0,442,28,24,155,732,322,67,9
1409,26,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,18,135,403,295,108,250,283,57,15,90,190,60,45,3
1410,27,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,0,0,257,0,0,0,0,0,0,257,0,0
1411,27,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,15,25,60,45,15,20,10,0,10,20,15,5,5,5
1412,29,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,55,178,849,640,209,616,646,166,53,143,444,172,35,2
1415,24,Lucknow,Working professional,No,Male,Graduation,LKO,Android,Uttar Pradesh,Northern,26.839281,80.923133,0,820,0,0,773,0,660,15,0,239,896,192,581,0
1416,24,DehraDun,Working professional,No,Male,Graduation,DED,Android,Uttarakhand,Northern,30.324427,78.033922,19,0,0,842,886,610,568,114,12,562,268,342,537,7
1417,23,Bengaluru,Working professional,No,Male,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,0,388,975,643,332,587,197,22,0,282,361,226,106,0
1418,23,Bengaluru,Working professional,No,Male,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,59,0,0,0,365,780,220,15,54,928,660,120,240,5
1419,26,Bengaluru,Working professional,No,Male,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,0,300,540,300,240,240,223,15,0,150,150,90,150,0
1420,22,Chennai,Working professional,No,Male,Graduation,MAA,Android,Tamil Nadu,Southern,13.084622,80.248357,0,780,0,0,280,600,555,90,0,600,500,100,180,0
1421,24,Chennai,Working professional,No,Male,Graduation,MAA,Android,Tamil Nadu,Southern,13.084622,80.248357,40,0,0,0,585,875,534,98,30,0,750,125,450,10
1423,26,Hyderabad,Working professional,No,Male,Graduation,HYD,Android,Telangana,Southern,17.384052,78.456355,0,862,0,769,871,778,283,37,0,480,289,489,382,0
1424,26,Hyderabad,Working professional,No,Male,Graduation,HYD,Android,Telangana,Southern,17.384052,78.456355,5,550,665,485,180,110,342,27,5,400,80,30,150,0
1425,27,Hyderabad,Working professional,No,Male,Graduation,HYD,Android,Telangana,Southern,17.384052,78.456355,0,0,128,98,30,128,345,70,0,0,98,30,0,0
1426,29,Hyderabad,Working professional,No,Male,Graduation,HYD,Android,Telangana,Southern,17.384052,78.456355,0,108,317,239,78,209,118,9,0,93,146,63,15,0
1427,56,Hyderabad,Working professional,No,Male,Graduation,HYD,Android,Telangana,Southern,17.384052,78.456355,0,0,957,364,593,957,0,0,0,0,364,593,0,0
1428,21,Ahmedabad,Working professional,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,0,0,0,0,0,147,3,0,0,0,0,0,0
1429,21,Ahmedabad,Working professional,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,0,0,0,0,0,544,8,0,900,875,0,0,0
1430,22,Ahmedabad,Working professional,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,344,0,798,423,877,860,26,0,253,545,332,91,0
1431,31,Ahmedabad,Working professional,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,0,100,80,20,100,23,0,0,0,80,20,0,0
1432,49,Ahmedabad,Working professional,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,32,Surat,Working professional,No,Male,Graduation,STV,Android,Gujarat,Western,21.195944,72.830232,22,169,821,733,88,630,124,5,20,143,570,60,26,2
1434,40,Surat,Working professional,No,Male,Graduation,STV,Android,Gujarat,Western,21.195944,72.830232,10,0,0,805,465,210,370,15,5,650,150,60,400,5
1435,23,Nagpur,Working professional,No,Male,Graduation,NAG,Android,MAHARASHTRA,Western,21.1458004,79.0881546,0,850,940,660,280,90,175,13,0,600,60,30,250,0
1436,27,Nagpur,Working professional,No,Male,Graduation,NAG,Android,MAHARASHTRA,Western,21.1458004,79.0881546,0,450,821,624,197,371,630,35,0,343,281,90,107,0
1437,22,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,653,0,0,371,0,647,38,0,545,910,263,108,0
1438,23,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,957,0,0,314,713,329,24,0,712,644,69,245,0
1439,24,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,0,0,0,430,565,300,8,0,970,430,135,295,0
1440,24,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,223,0,0,87,977,92,24,0,156,957,20,67,0
1441,25,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,0,0,0,55,0,135,13,0,0,0,55,0,0
1442,25,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,0,0,0,700,0,346,26,0,700,0,200,500,0
1443,26,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,105,375,509,402,107,29,378,107,105,270,27,2,105,0
1444,27,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,60,0,0,0,540,0,230,23,60,0,0,500,40,0
1445,27,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,300,0,0,0,60,0,300,35,300,0,0,60,0,0
1446,32,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,780,0,0,0,0,271,148,0,180,0,0,600,0
1447,25,Pune,Working professional,No,Male,Graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,0,550,0,450,900,800,70,18,0,150,300,500,400,0
1448,23,Delhi,Sabbatical,Yes,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,0,0,560,900,0,8,0,900,700,200,360,0
1449,27,Delhi,Sabbatical,Yes,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,574,0,0,454,0,789,55,0,440,767,320,134,0
1451,23,Vishakhapatnam,Sabbatical,Yes,Male,Graduation,VTZ,Android,Andhra Pradesh,Southern,17.704052,83.297663,0,0,0,0,510,0,0,302,0,0,0,295,215,0
1452,25,Chennai,Sabbatical,Yes,Male,Graduation,MAA,Android,Tamil Nadu,Southern,13.084622,80.248357,0,160,0,0,260,0,170,15,0,100,900,200,60,0
1453,21,Ahmedabad,Sabbatical,Yes,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,800,0,0,218,618,332,3,0,600,600,18,200,0
1454,24,Mumbai,Sabbatical,Yes,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,15,0,0,0,0,0,580,151,15,0,0,500,600,0
1456,19,Delhi,Student,Yes,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,0,0,0,0,950,50,0,0,0,0,720,0
1457,26,Delhi,Student,Yes,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,32,311,0,0,509,0,0,301,32,243,0,441,68,0
1458,23,Bengaluru,Student,Yes,Male,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,0,595,0,770,665,840,688,419,0,350,420,420,245,0
